laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,screen_width,screen_height,IPS Panel,CPU Brand,CPU GHz,MemoryAmount,MemoryType
308,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Nvidia,No OS,2.2,549.0,1366,768,0,Intel,2.5,2000,HDD
309,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.5,1265.0,1920,1080,0,Intel,2.8,128,SSD
310,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel,No OS,2.2,359.99,1366,768,0,Intel,1.1,1000,HDD
311,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Intel,Windows 10,1.28,1975.0,1920,1080,0,Intel,2.8,256,SSD
312,Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Nvidia,Windows 10,2.2,1043.0,1920,1080,1,Intel,2.5,256,SSD
313,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.3,819.0,1920,1080,0,Intel,2.5,128,SSD
314,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel,Windows 10,1.86,469.0,1920,1080,0,Intel,2.0,1000,HDD
315,Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.1,999.0,1920,1080,1,Intel,2.5,256,SSD
316,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Intel,Windows 10,1.21,2499.0,3840,2160,1,Intel,1.8,1000,SSD
317,MSI,GE63VR 7RF,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.8,2099.0,1920,1080,1,Intel,2.8,256,SSD
318,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,8,256GB SSD,AMD,Windows 10,2.23,469.0,1920,1080,0,AMD,2.2,256,SSD
319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel,Windows 10,1.1,275.0,1366,768,0,Intel,1.1,32,Flash
320,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD,Windows 10,2.33,844.0,1920,1080,0,Intel,1.6,128,SSD
321,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Intel,Windows 10,1.29,2449.0,3840,2160,1,Intel,1.8,1000,SSD
322,Lenovo,ThinkPad 13,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,16GB Flash Storage,Intel,Chrome OS,1.45,459.9,1366,768,0,Intel,1.6,16,Flash
323,HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.95,980.0,1920,1080,0,Intel,2.5,256,SSD
324,Acer,TravelMate B,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Intel,Windows 10,1.4,485.0,1366,768,0,Intel,1.6,128,Flash
325,HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,1.48,1292.0,1920,1080,0,Intel,2.7,256,SSD
326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia,Windows 10,2.79,589.0,1600,900,0,Intel,2.5,1000,HDD
327,Asus,ZenBook UX410UA-GV183T,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,2.0,1094.0,1920,1080,0,Intel,2.7,256,SSD
329,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel,Windows 10,2.1,902.0,1366,768,1,Intel,1.8,1000,HDD
330,Acer,Aspire 5,Notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8,256GB SSD,AMD,Windows 10,2.2,659.0,1366,768,0,AMD,2.7,256,SSD
331,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel,Windows 10,1.44,292.0,1366,768,0,Intel,1.1,32,Flash
332,Acer,Aspire E5-575,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Intel,Windows 10,2.23,549.0,1366,768,0,Intel,2.5,1000,HDD
333,Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia,Windows 10,1.7,1049.9,1920,1080,0,Intel,2.7,256,SSD
334,HP,Elitebook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,1.26,1335.0,1920,1080,0,Intel,2.7,256,SSD
335,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD,Nvidia,Windows 10,2.06,2639.0,3840,2160,0,Intel,2.8,1000,SSD
336,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.7,1199.0,1920,1080,0,Intel,2.8,256,SSD
337,Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,2.0,943.0,1920,1080,1,Intel,2.5,256,SSD
338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Intel,Windows 10,2.0,1334.0,1920,1080,0,Intel,2.7,256,SSD
339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel,Windows 10,1.85,449.0,1920,1080,0,Intel,2.0,1000,HDD
340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia,Windows 10,2.5,999.0,1920,1080,0,Intel,2.8,256,SSD
341,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel,Windows 10,1.48,1268.0,1920,1080,0,Intel,2.6,256,SSD
342,Dell,Inspiron 7570,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,1.9,1049.0,1920,1080,1,Intel,1.6,128,SSD
343,HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.84,1144.0,1920,1080,0,Intel,2.5,256,SSD
344,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel,Linux,2.0,274.99,1366,768,0,Intel,1.1,1000,HDD
345,Dell,Inspiron 7570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia,Windows 10,2.0,1142.75,1920,1080,0,Intel,1.6,256,SSD
346,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel,Linux,2.2,274.9,1366,768,0,Intel,1.6,500,HDD
347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,2TB HDD,AMD,Windows 10,2.2,899.0,1920,1080,0,AMD,3.6,2000,HDD
348,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia,Windows 10,2.1,716.0,1920,1080,1,Intel,2.4,1000,HDD
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel,Windows 10,1.4,2099.0,3840,2160,1,Intel,1.8,512,SSD
350,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel,Windows 10,1.2,1579.0,1920,1080,0,Intel,1.8,256,SSD
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Nvidia,Windows 10,2.4,1129.0,1920,1080,1,Intel,2.8,256,SSD
352,HP,Stream 14-AX001nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel,Windows 10,1.44,279.0,1366,768,0,Intel,1.6,32,Flash
353,Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,512GB SSD +  256GB SSD,Intel,Windows 10,1.88,1607.96,1920,1080,0,Intel,1.9,512,SSD
354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel,Windows 10,1.5,375.0,1366,768,0,Intel,1.1,32,Flash
355,Dell,Inspiron 5570,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD,Windows 10,1.9,663.0,1920,1080,0,Intel,1.6,1000,HDD
356,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia,Windows 10,2.06,2027.42,3840,2160,0,Intel,2.8,512,SSD
357,HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,1.84,1304.0,1920,1080,0,Intel,2.7,256,SSD
358,MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.7,1409.0,1920,1080,0,Intel,2.8,128,SSD
359,HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia,Windows 10,2.6,1738.27,1920,1080,0,Intel,2.8,256,SSD
360,Toshiba,Tecra A50-C-21G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia,Windows 10,2.4,1403.0,1920,1080,1,Intel,2.5,512,SSD
361,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,AMD,Windows 10,2.02,970.9,1920,1080,0,Intel,1.8,128,SSD
362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel,No OS,2.2,321.99,1366,768,0,Intel,1.1,1000,HDD
363,Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia,Windows 10,2.65,999.0,1920,1080,0,Intel,2.5,1000,HDD
364,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Intel,Windows 10,2.36,557.37,1366,768,0,Intel,2.5,2000,HDD
365,Dell,Latitude 7480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel,Windows 10,1.36,1427.0,1920,1080,0,Intel,2.6,256,SSD
366,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel,Windows 10,1.86,439.0,1366,768,0,Intel,2.0,500,HDD
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,2.0,945.0,1920,1080,0,Intel,2.5,256,SSD
368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.8,719.0,1600,900,0,Intel,2.5,128,SSD
369,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel,Windows 10,1.86,639.0,1920,1080,0,Intel,2.5,1000,HDD
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,Nvidia,No OS,2.2,499.0,1366,768,0,Intel,2.0,256,SSD
371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel,Windows 10,2.04,389.0,1366,768,0,Intel,1.6,2000,HDD
372,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD,Windows 10,2.8,1085.0,1920,1080,0,Intel,1.6,128,SSD
373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia,No OS,2.4,809.0,1920,1080,1,Intel,2.5,128,SSD
374,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD,Windows 10,2.33,899.0,1920,1080,0,Intel,2.7,256,SSD
375,HP,Elitebook 1040,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,1.36,1750.0,1920,1080,1,Intel,2.7,256,SSD
376,Asus,ZenBook Flip,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD +  2TB HDD,Nvidia,Windows 10,2.26,1099.0,1920,1080,0,Intel,2.7,512,SSD
377,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128GB SSD,AMD,Windows 10,2.1,426.0,1366,768,0,AMD,3.0,128,SSD
378,Asus,Rog Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,AMD,Windows 10,3.25,2199.0,1920,1080,1,AMD,3.0,256,SSD
379,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4,128GB SSD,AMD,Windows 10,2.6,489.0,1600,900,0,AMD,2.2,128,SSD
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel,Windows 10,1.62,869.01,1920,1080,0,Intel,1.8,256,SSD
381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD,Windows 10,1.91,488.99,1920,1080,0,AMD,3.0,256,SSD
382,Lenovo,Yoga 11e,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128GB SSD,Intel,Windows 10,1.59,553.0,1366,768,1,Intel,1.1,128,SSD
383,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4,500GB HDD,Intel,Windows 10,1.8,309.0,1366,768,0,Intel,1.6,500,HDD
384,Asus,VivoBook E403NA,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel,Windows 10,1.5,286.0,1366,768,0,Intel,1.1,32,Flash
385,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia,Linux,2.4,846.0,1920,1080,0,Intel,2.8,1000,HDD
386,HP,Omen 17-w212nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,3.35,1191.0,1920,1080,1,Intel,2.8,128,SSD
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel,No OS,1.85,403.5,1920,1080,0,Intel,2.0,128,SSD
388,Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.3,1655.0,1920,1080,1,Intel,2.8,128,SSD
389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia,Windows 10,1.5,1099.0,1920,1080,1,Intel,2.5,256,SSD
390,Asus,Zenbook Flip,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel,Windows 10,1.1,1748.9,1920,1080,0,Intel,2.7,512,SSD
391,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel,Windows 10,1.13,2282.0,2560,1440,1,Intel,2.7,512,SSD
392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel,Windows 10,1.5,549.0,1920,1080,1,Intel,2.4,128,SSD
393,Dell,Precision 3510,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8,500GB HDD,AMD,Windows 10,2.23,1369.0,1920,1080,0,Intel,2.6,500,HDD
394,Dell,Precision 5520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,256GB SSD,Nvidia,Windows 10,2.0,2135.0,1920,1080,1,Intel,2.7,256,SSD
395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel,Windows 10,1.42,2509.0,2560,1440,0,Intel,2.7,512,SSD
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia,Windows 10,3.0,1039.0,1920,1080,0,Intel,2.8,1000,HDD
397,Asus,Rog GL753VE-GC070T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,3.0,1591.0,1920,1080,0,Intel,2.8,256,SSD
399,Acer,Aspire 5,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12,1TB HDD,Nvidia,Windows 10,2.2,693.99,1366,768,1,Intel,1.6,1000,HDD
400,MSI,Leopard GP72M,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia,Windows 10,2.7,1349.0,1920,1080,0,Intel,2.8,256,SSD
401,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD,Linux,2.33,778.87,1920,1080,0,Intel,2.7,256,SSD
402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD,Windows 10,1.91,499.0,1920,1080,0,AMD,3.0,256,SSD
403,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD,Windows 10,2.1,1229.56,1920,1080,1,Intel,1.8,256,SSD
404,Lenovo,ThinkPad L470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.9,938.0,1920,1080,1,Intel,2.5,256,SSD
405,Dell,Precision M5520,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia,Windows 10,1.78,2712.0,3840,2160,0,Intel,2.8,256,SSD
406,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel,Windows 10,1.13,2625.0,2560,1440,1,Intel,2.7,1000,SSD
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel,Windows 10,2.2,306.0,1366,768,0,Intel,1.1,1000,HDD
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.9,1529.0,1920,1080,0,Intel,2.8,256,SSD
409,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD +  1TB HDD,AMD,Windows 10,2.1,1144.5,1920,1080,1,Intel,1.6,256,SSD
410,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia,Linux,2.5,879.0,1920,1080,0,Intel,2.8,256,SSD
411,MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.8,2249.0,1920,1080,0,Intel,2.8,256,SSD
412,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel,Windows 10,1.1,1873.0,1920,1080,0,Intel,2.7,512,SSD
413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel,Windows 10,1.2,1747.0,1920,1080,0,Intel,2.5,512,SSD
414,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,512GB SSD,Intel,Windows 10,1.36,1680.0,1920,1080,0,Intel,2.8,512,SSD
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel,Windows 10,2.2,409.0,1920,1080,0,Intel,2.0,500,HDD
416,Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel,Windows 10,1.15,304.45,1366,768,0,Intel,1.1,32,Flash
417,Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia,Windows 10,2.67,1925.0,1920,1080,0,Intel,2.8,512,SSD
418,Lenovo,Thinkpad T470p,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia,Windows 10,1.7,1943.0,2560,1440,1,Intel,2.8,512,SSD
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD,Windows 10,2.1,469.0,1920,1080,0,Intel,2.0,1000,HDD
420,Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.6,789.01,1920,1080,1,Intel,2.5,256,SSD
421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.27,928.0,1920,1080,1,Intel,2.5,256,SSD
422,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,AMD,Linux,2.3,598.9,1920,1080,0,Intel,2.5,256,SSD
423,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel,Windows 10,1.65,689.0,1366,768,0,Intel,2.0,128,SSD
424,HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.43,1500.0,1920,1080,0,Intel,2.5,256,SSD
425,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel,Windows 10,2.14,539.95,1366,768,0,Intel,2.5,1000,HDD
426,Lenovo,ThinkPad E480,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD,Windows 10,1.75,1215.38,1920,1080,1,Intel,1.8,256,SSD
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia,Windows 10,2.0,1899.0,3840,2160,1,Intel,2.8,512,SSD
428,Chuwi,LapBook 12.3,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6,64GB Flash Storage,Intel,Windows 10,1.4,449.0,2736,1824,1,Intel,1.1,64,Flash
429,HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Intel,Windows 10,2.31,1427.0,1920,1080,0,Intel,2.9,256,SSD
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia,Linux,2.3,597.0,1920,1080,0,Intel,2.4,1000,HDD
431,Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.42,2799.0,2560,1440,1,Intel,2.9,256,SSD
432,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.62,1159.0,1920,1080,1,Intel,2.8,128,SSD
433,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD +  2TB HDD,AMD,Windows 10,2.02,1142.4,1920,1080,0,Intel,1.8,256,SSD
